x1,x2,x3,x4,y1,y2,y3,y4,Score,Pass
"Hi Reggie! Id happy to help you get this figured out! Let's try these steps to get a ringtome assigned to a specific contact on your galaxy s8+:
Go to the contact list
On the contacts list select to find the contact that you want to set a specific ringtone
Tap on the contact and select options which will lead you to the “Edit” button
Scroll down to select the ringtone and click the defaults where you will be redirected to the three available options namely: Default- That is if you want to use the phones sounds
Ringtone if you want to set from the pre-loaded ringtones
Go to my files where you can choose from the songs and music that you have saved in the Galaxy S8+ Plus
After all that is done, tap “Ok” and then press “Home button” to return to the home screen

Let md know how this goes and if you need additional help!","Hi Jamie! Id be happy to help get this figured out! So to recap the screen on your iPhone 7 shut off while charging and now it wont come back on. 
Please follow these steps first to see if we can get your screen back on. Let me know how it goes and if need be we have additional steps. 
Try this first: 
On an iPhone 7, press and hold down the Sleep/Wake button and the Volume Down button at the same time. Keep holding down the button combo until you see an Apple logo appear on screen (your iPhone screen will go dark before the Apple logo appears). iOS devices with white faceplates will show a white launch screen. iOS devices with black faceplates will show a black launch screen.When the launch screen appears, you can let go of the button combo.

Once your iPhone or iPad has rebooted, check to see if it stays on and operational. If it doesn't (or if it won't reboot) we can go on to the next step

","Hi Timothy! Id be so happy to help you figure out how to get your outlook.com email added to your iPhone! Please follow these steps: How to add Outlook mail, calendar, contacts to your iPhone or iPad's Mail app

Launch the Settings app on your iPhone.
Tap on Mail, Contacts, Calendars.
Tap on Add Account.
Tap on Outlook.com.
Enter your Outlook.com username and 1word and then tap Next in the upper right hand corner

Let me know how it goes!","As an Anywhere Expert I think ill be assisting individuals who need help with issues they are having with their electronic devices such as cell phone, tablets, ipads, etc. I would like to be an Anywhere Expert because im a very tech savvy person and enjoy helping others. I can easily multitask and enjoy completing tasks given to me, in this case fully helping to troubleshoot problems or questions anyone may have.",0,1,0,,1,0
"Hi, Reggie! I'm Toya. I'd be happy to help you change the ringtone on your Galaxy S+. Follow these steps:
1. From the home screen, tap Contacts.
2. Scroll to and tap the preferred contact.
3. Tap EDIT.
4. Tap More.
5. Scroll to and tap the Ringtone field.
6. Tap to select the new ringtone, then tap the Back key.
7. Tap SAVE.
8. The ringtone is now changed.
Please let me know if those steps work for you. If not, let me know which step you're having trouble with.","Hi, Jamie! I'm Toya and I'd be happy to help with getting your iPhone 7 turned back on. Follow these steps:
1. Press and hold the volume down button and power key at the same time for 15-20 seconds.
2. If there is enough battery left to power on the phone, the white Apple logo should appear. (If this does not happen, leave your phone on the charger for a few minutes more and start over at step 1.)
3. Release both buttons and wait while the phone reboots.
Does this fix your problem?","Hi, Timothy. I'm Toya and I'd be happy to help you add your outlook.com email to your new phone. The steps are the same no matter which ios you have:
1. Launch the Settings app on your iPhone.
2. Tap on Mail, Contacts, Calendars.
3. Tap on Add Account.
4. Tap on Outlook.com.
5. Enter your Outlook.com username and 1word and then tap Next in the upper right hand corner.
6. Choose the services you'd like to enable and sync with Outlook and then tap Save in the upper right hand corner.
Is there anything else I can help you with today?","Anywhere Experts are just that – experts anywhere. They provide tech support to those that need it. This support is provided quickly, thoroughly, professionally, and best of all – from anywhere. Anywhere Experts work on their own time and use either the web or the app as their service platform. This setup allows Anywhere Experts to work as much – or as little – as they want. As a prospective Anywhere Expert, I’m looking forward to the opportunity to work according to my own schedule while simultaneously helping others through whatever technological issues they are experiencing. ",0,1,0,,1,0
"Hello, Reggie! My name is Sierra and I can definitely help you change your ring tone for a specific person.  
First you're going to want to click on your contacts button on your main screen.  It is an orange button with the outline of a person on it. 
After you've selected contacts you will want to find the person you would like to change the ringtone for. If you need help finding it I can guide you through that as well. 
Awesome! Now that you've selected the contact, you can go right ahead and click on that details button, which is the information sign, and select EDIT at the top of the screen. 
You will then select VIEW MORE which is right above the scan business card option. 
Scroll down and you will see ringtone. We are almost there! Once you select ringtone,  please select it and you will see the tones you can choose from. 
Does that answer all of your questions, or is there anything additional I can help you with today? 
I'm glad we could solve that problem for you! If there is any other questions please do not hesitate to ask! Have a great day, Reggie!
","Hello, Jamie. My name's Sierra and I will gladly help you with that.
To better assess the situation so I can help, was your battery low before you plugged it in?
If your battery was low I would definitely try leaving it plugged in for fifteen to thirty minutes to regain a charge. It may turn on automatically, or you can try holding the on/off button on the side of your Iphone to turn it on to reset. After approximately five seconds the phone will either turn on or you may see  the slider offering to turn it off.
Another step is to check the cable and make sure it isn't faulty. You can try to use another cable to connect and see if it turns on. 
If that solution doesn't turn on your phone, we can also try the hard reset on your phone. What you will do is hold down the on/off button like you did before and hold down the volume button at the same time. Continue holding for at least ten seconds. If the shut down slider appears on the screen, keep holding the buttons. When the white apple logo appears, let go of the buttons and let your phone turn start up. Did that work, Jamie?
If it didn't work no worries, there are a few extra steps we can take!
Now we will try putting your Iphone in DFU mode. First you will plug your Iphone into your computer. Once that's completed please let me know.
Awesome! Now try holding down the on/off button for 3 seconds then let it go. Once you've done that, hold down the on/off button and volume together for about 10 seconds. 
Release the on/off button but keep holding the volume down for about 5 seconds. If the screen is still black and nothing appears, you are in DFU mode. Follow the onscreen instructions in iTunes and let me know if you have any additional questions, Jamie!
I'm so happy to hear that it worked! If you have any additional questions please reach out. Have an amazing day!
","Good Afternoon, Timothy! My name is Sierra and I'd be happy to help you with that today in a few easy steps. 
Since you're unsure about which ios your new phone is running on, one of the first things we can do is check that. You will start by going to settings, which is the grey button on your main screen that has a circle.  From there you will click on General and tap the About button. 
Here is where you'll find a lot of information about your device. To see what ios you're running on, you can look at the Version tab. You're ios will be whatever number is first. Let me know if you have any questions regarding your ios, and from there we can move on to your outlook. 
Awesome! Glad I could help you find that. Now for your outlook, you will want to go back to that same Settings button we clicked on earlier. 
From there you will see Accounts and 1words, and you will choose Add Account!
Tap on your email provider, outlook.com, and enter your email address and 1word. Tap Next and wait for Mail to verify your account. You can choose information from your email account, like Contacts or Calenders, that you want to see on your device. 
At the end, tap Save and everything should be synced. Did that work for you, Timothy? 
Great! I am so glad we were able to resolve that for you. Is there anything else I can assist you with today? 
Have a great day, Timothy and enjoy your new phone!","As an Anywhere Expert I will be solving technology related issues for people who need help working their devices. I know I will be providing support to customers that will post their requests and I will accept the requests from my device.There are so many people who need help with new technology and I love to solve problems! Customer service is a 1ion of mine, and I have had many different experiences with prior careers. I want to be an Anywhere Expert because technology is a 1ion of mine and helping other people would be an amazing way to express both customer service and my 1ion. I help my friends and family on a day to day basis with their new devices so I feel this job would be a perfect fit. I love the flexibility that this job offers and being able to work any time and anywhere! ",1,1,1,78,3,1
"Hi there!!!!! I will be glad to help you. If your phone is near, let's start by going to your contacts. 

Okay, awesome you are there. No select the contact that  you will like to add the ringtone to. Once you have selected the contact, tap edit.

Great. Now scroll down to ringtone and tap it. Scroll through and select the ringtone. 

Did that help? ","Hi Jamie,
I will be more than happy to help you. My iPhone has done this a time or two. 

Are you near your phone?

Great, so grab your phone for me and remove it from the charger. Hold the power button and the volume down button at the same time.  Would you be so kind to let me know once the apple appears.

We are actually doing a soft reset to your phone. Sometimes our phones freeze. 

Okay awesome you see the apple, in a second it should ask you to enter your 1word. 

Great I am happy I was able to help you. Is there anything else I can assist you with today? ","Hello Timothy, I will be more than happy to help you get this all taking care of. 

Oh, I love the new update. 

Okay so on your phone go to your settings for me please. 

Once you are there let's scroll down and tap Accounts & 1words.

Okay you are there, awesome.

Okay so now let's tap on add account, and a list of email account should come up. 

Okay great, now tap outlook.com and enter your information. Please let me know when you have finished those steps

Awesome, everything is set up and ready to use. You should receive emails in a matter of moments. 

I am so happy I was able to help you today before we end is there anything else I can assist you with? ","As an Anywhere Expert, I will be working with customers through a chat from my cellphone to assist with technology or other technical issues they may be experiencing. 

I would love to work for this company for my love of technology because it's always changing. I also like the fact that I can take my job with me anywhere I go. ",0,1,1,78,2,1
"Hello my name is Tammie. I am happy to assist you with selecting a custom ringtone for a contact in your phone.
First if you could open up your contact list and scroll to the contact you want the new tone for> next if you can click the edit button> and scroll to where you see ringtone/sound and click there for me> next you can scroll through your available ringtones and select the one you want for this contact. Were you able to find the tone you wanted? Great! Now when that contact calls you this will be there ringtone.  Anytime you wish to check to see what ringtone a particular contact have you can click on that contact and then click on the edit button and scroll through and see what your settings are for that particular. I trust I have resolve the issue that you were having today. Is there anything else I can assist you with ? If that is all thank you so much for contacting us today and please don’t hesitate to reach out to us again if there are any further issues. Have a great rest of the day.",Hello my name is Tammie and I am here to help. First can you tell me if there were any error messages on the screen before it shut off? Did the screen change or flash any colors or lines before shutting off? No? Ok then lets get your phone up and running again. I would like to  Force restart your phone How we will do that is we will hold the sleep wake button on the right side of your phone that’s the button the next screen go to sleep and wake up or some people like to call it the on/off button and the volume down button on the left-hand side of the phone at the same time here we will hold these two buttons for 10 to 15 seconds until we see the Apple logo appear on the screen and then we will release them. This process will reboot the phone. Has the phone restarted? Do you see your home screen? This is where you will see all of your application icons. You see that? Fantastic! Are you able to open an app? Great! Have I resolved your issue? Goid I am glad that your phone is working. Is there anything else I can assist you with today? Thank you for contacting us today. If you should have any other questions or concerns please don’t hesitate to contact us again. Enjoy the rest of your day. Good bye.,Hello My name is Tammie and I am happy to assist you with adding your Outlook email to your iPhone 7. Before we begin if you’re not sure about the version of the iOS your phone is running we can check that by going to your settings menu from your home screen just click on the icon that looks like a little her before we begin if you’re not sure about the version of the iOS your phone is running we can check that by going to your settings menu from your home screen just click on the icon that looks like a little gear. Next will want to click on general and then click on about. Now you can scroll to where it says version here you’ll see a series of numbers the numbers to the left of the parentheses is the current iOS version but your phone is running. Ok so you have iOS 11? Great. Now we can click on the home button that is the round indention just under the screen. If you please click on your mail icon for me it gasa blue background with a white envelope. Got it? Great. Do you where it says add a mailbox or email? Awesome click on that please. Here you simply enter the information it is asking for. There should also be a line for you to give this mailbox a name like work email or personal. After you enter the information click the save/done/continue button. The newly added email will appear in you list of mailboxes. You found it? Wonderful! By the way anout your iOS version you can always check for the most recent updates in your settings menu (the gear icon) then scroll to general> software update. If you are due for an update it will appear here and give you the option to download and install it. Besure you are connected to wifi for this process. Have I resolved your issue today? Great! May I assist you with anything else today? No? Allrjght then if you should have any other questions or concerns please feel free to contact us again. Have a good reat of your day. Goodbye,"As an Anywhere Expert I will have the pleasure of assisting  customers address and resolve issues with their mobile/ personal devices. These can include; smart/cell/ iPhones, tablets, iPods, iPads, laptops and desktop computers. Running operating systems such as; iOS( mobile sevices), android (mobile devices), OS (Mac computers), Windows computers. I would assist in troubleshooting, walking customer through setup, installing apps, deleting apps, updates of apps and software, and answering general questions to the very best of my ability. 

I want to be an Anywhere Expert because I enjoy being of service to others. I also enjoy learning about technology as well. This positions will afford me the opportunity for both.",0,1,0,,1,0
"Hi there, my name is Madison and I’d love to help you change the ringtone for a specific contact","On an iPhone 7 or newer device, press and hold down the Sleep/Wake button and the Volume Down button at the same time. That should do a force restart ","Open the Settings app on your iPhone.
Tap the ""Mail, Contacts, Calendars"" tab.
Tap ""Add Account..."" Choose the type of account you want to add. After tapping ""Other,"" you'll see a bunch of options so you can start off by entering your name, email address, and 1word",I would love to help people with their issues. I feel I can suceed at this and work from the comfort of my home. I have a laptop and smartphone to be able to look up anything I don’t know. ,0,1,0,,1,0
"Good morning Reggie! My name is Emily, and I'll be happy to help you with this issue. You'd like to change the ringtone on a specific contact on your Galaxy S8, correct?

OK, first please go to your Home Screen and swipe up on an empty spot to open the Apps Tray. 

Then, tap Contacts. The Contacts icon is orange with the outline of a person on it. Find your desired Contact that you would like to customize and tap on it. 

Glad you found it! OK, now you should now see the Details option. Go ahead and tap on Details.

Next, tap on 'Edit' option. 

Now, tap 'More'. 

Then, tap the 'Ringtone' option. Did you find it? OK excellent! Now, please tap 'Allow Storage Permission'. When prompted, tap 'Allow'. 

Now, you can select your desired ringtone to assign it to your specific contact. Once you've done that, go ahead and click 'OK'. When you tap the 'Back' arrow located in the upper left corner, your selection is automatically saved! 

I'm glad I could help! Is there anything else I can help you with today? 

Thanks for choosing Anywhere Experts. We are always here to help should any other issues arise. Have a wonderful day!","Hi Jamie! My name is Emily. I'll be glad to help you with your iPhone 7. I want to make sure I fully understand the issue. So you were charging your phone and now it won't turn back on? 

Can you/did you see the Charging Screen? It is black with a 'battery' on it. What about the Connect to Power screen? It looks a lot like the Charging Screen, except you'll also see a 'power cord' at the bottom with a white lightning bolt. 

[Jamie says she saw the Charging Screen for about an hour, but now it's still black] 

OK we're going to force a restart on your phone. This won't erase the content on your phone, so don't worry! Go ahead and press AND hold both the Side and the Volume Down buttons for at least 10 seconds. After about 10 seconds, you should see the Apple logo. Let me know when you're done doing this. 

[Jamie does this and screen turns on]

Is your phone on and working? Excellent! I'm so glad I could help. We are here in case you have any other issues come up. Thanks for choosing Anywhere Expert. Have a great day!","Hi Timothy! My name is Emily. I can definitely help you add Outlook email to your new iPhone. Let's first confirm your ios. From your Home Screen, tap the grey gear icon to access Settings. Scroll down to the option that reads 'General'. It also has a grey gear icon next to it. Now, the first choice you should see is 'About' do you see that? Wonderful! Tap on 'About' and scroll down until you see the 'Version' section. This is where you'll see which ios is running on your phone. What does it say? [Timothy says the Version is 11.2.1] Excellent!

Now, in the upper left corner, tap the back button twice until you get back to the 'Settings' page. Scroll down to 'Accounts & 1words' - it's a grey icon with a white key on it. Tap 'Add Account'. The next page will show you various account options to add. You should see Outlook.com there. [Timothy confirms he can see that option]. Tap on 'Outlook.com' and enter your sign in info. [Timothy tries to share log in info with me, I politely remind him not to share his login info for his personal security]. Once you have entered your correct login info, you are all set! 

Have I helped you with your issue today? Great! Is there anything else I can help you with? 

Thanks for using Anywhere Expert! We are here to help you in case anything else comes up. Have a great day!","I think what I'll be doing as an Anywhere Expert is helping people with many different kinds of tech problems. My guess is that I will mostly be helping people with their phone issues. I used to build and fix computers in high school, I really miss that. I feel like I've got lots to learn again and I look forward to becoming a lot more tech savvy in this job! I know my way around technology, don't get me wrong, I just want to get better. I like helping people (I'm a nurse) and this is a great way to help people along in their day to day lives. I am also a mom and we have recently moved cities. I want to be able to generate income for my family without having a long commute and high stress! I think this would be perfect as extra income for my family. I'm excited to do this because I believe I could be an asset and it's something that would be totally do-able for me on a long-term basis. I'm excited to join the team, to learn, and to help!",1,1,1,77,3,1
"Hi, I'm Lisa.  I'm happy to help you change the ringtone for a contact on your galaxy s8+. 
Can you open the Contacts App on your phone?  Then find the contact that you want to select a new ringtone for.  
You should see a small circled ""i Details"" button   Click it. 
Do you see that?
Now, at the top of the next screen click on the edit button. 
Once that opens up, within the edit screen scroll down towards the bottom, right above the SCAN BUSINESS CARD button and click on View More option. 
Do you see that?
Great, now you should see a Ringtone field.  Edit that and you should be set. 
Did it work? 
Great.  Is there anything else I can help you with today?

","Hi, my name is Lisa.  I am happy to help get your iPhone 7 back on. 
Let's do a force restart on the phone.  Don't worry, this will not erase any content on the device. 
If you can put your fingers on both the side and Volumn Down buttons. 
Did you find those? 
Okay, great.  Now, please press both at the same time and hold for at least 10 seconds, until the Apple logo appears. 
Let me know when you press down. 
ok, do you see the Apple logo? 
Great! 
Is there anything else I can help you with today?


","Hi, my name is Lisa.  I am happy to help you add your outlook email to your new iphone. Are you connected to wifi now? 
Ok, great.  Let's just double check first to make sure that you are on ios 11. 
Can you go to the settings app on your device?
Now that you are there go down the screen to the grey wheel that says General. 
When you click on that does it say that there is a a software update for ios11?
Perfect, since there isn't an update you are set on ios11. 
Do you have your outlook 1word handy?  
Ok, you will  need it shortly. 
Now that we verified that, back up to the Settings section. You should see a symbol that looks like a key and says Accounts & 1words.  Do you see that?  Okay, select that.  
Now, in the middle of screen do you see where it says Add Account?  
Great, select that.  
Now you have options coming up for the type of account, at the bottom of the list click on Outlook.com. 
Were you able to find that?
Ok great. 
Now the outlook screen appears where your email address and 1word should be entered in order to sign in.  Let me know when you do that.
Excellent!
Now, in order to move forward and sync email, contacts, calendar, reminders and such you will want to click on the yes button at the bottom of the next screen, basically giving permission. 
Last, you see each field listed. Move the radio button over to make green for each area that you want to sync with.  
Does this make sense? 
Wonderful!
Okay, you can hit save now and everything should be in order. 
Let's double check to be certain. 
If you will, go back to your main phone screen where your apps are and find the email app.  Click on it to open. 
Now do you see the email listed with your inbox and everything from your original outlook account? 
Perfect. 
Is there anything else I can help you with today?
Have a great afternoon. 

","I believe I will be getting various questions from people needing help that want step by step instructions. I'm sure many of these people are not tech savvy or just want fast answers and do not want to take the time to do their own research. I understand this completely.  I enjoy helping people. There is a sense of accomplishment when a customer is satisfied. I am wife, and mother who has decided to go back to school to be a nurse. The flexibility of this work will allow me to work around my schedule that changes almost daily. ",1,1,1,85,3,1
"Hi! I'm Miranda, and would be happy to help you with that today.
From the Home screen, swipe up or down to access the apps screen.
Great! Touch Contacts and then select the contact you want to assign a ringtone to.
Then select Details and then select Edit.
Awesome! Then you will touch contact photo, swipe up and select view more.
Swipe up again, and then select the ringtone you want.
Touch back and then touch save.
I am happy to have assisted you today, Is there anything else I can help you with?
","Hello! I'm Miranda, and I can help you resolve this issue.
Press and hold the Volume Down button and the Power key (sleep/wake button) together for 15 to 20 seconds.
If there’s enough battery left to power the device on, the white Apple logo will appear.
When this happens, release both keys and wait until the device reboots completely.
I'm glad that resolved this issue for you.
Is there anything else that I can do for you?
Thank you for using Anywhere Expert, and I hope that you will come back for anymore technical issues that we can help you fix.
 Have a Nice Day!

","Hi! My name is Miranda and I would be happy to assist you.
 Open the Settings app on your iPhone. Once inside, scroll down and select ""Accounts & 1words"" from the list of options. From there, tap on ""Add Account,"" and choose the email service you'd like to sign into.
Great! After you've chosen your email service, simply follow the on-screen instructions in order to sign in with your email address and 1word. Depending on what service you choose, a permissions prompt might appear detailing various application permissions your email account will have access to, so tap on ""Yes"" to proceed.
I'm glad that I was able to fix this issue, Is there anything else I can help you with today?
Thank You for using Anywhere Expert, and I hope you come back with anymore technical issues we can resolve for you.
I hope you have a nice day!
","As an Anywhere Expert I'm required to help customer's resolve any technical issues they may have. I will also be required to show upstanding customer service, and responding to customer questions in a timely manner. I will also provide detailed information on how to fix the issue and provide solutions to fix the problem. I want to be an Anywhere Expert because, I know I would be great at this because, I find ways to fix any technical issues I may have on my own. I would be able to help other's with any technical issues they may have. This will allow me to gain and learn more technical skills than I already have. ",1,1,1,62,3,1
"Hi Reggie, I'll be happy to help with changing your ringtone. First, you will need to access the ""Contacts"" app. Once open please locate ""Ringtone"", this will probably say ""default ringtone."" Tap this and various options should pop up. What ringtone  were you considering?  ","Hi Jamie, I know the feeling. I'll be happy to help you with this. We will need to do a hard reset. On the iPhone 7 to do this you will need to hold down the ""home"" button and one of the vole buttons located on the side of the phone. This will need to be done at the same time. Hold down for 30 seconds or until the apple pops up. Has this helped you? ","Hi Timothy, I'll be happy to help. First let's go to settings to ensure what iOS you have so that I can help you. You will find settings by locating an app icon resembling a gear. Once there we will scroll down to ""general"" and will select ""about"" Do you follow Timothy? Great. Now can you scroll down a bit and tell me what version you have? Awesome now that we have ensured that you do have iOS 11 we can work on adding your Outlook account. We're gonna stay in the settings, but let's back up to the main screen. In the top left tap ""<General"", then ""<Settings"". Are you there? Okay great let's scroll down to ""Mail"" it is an icon that looks like a snail mail envelope. Let's tap that. Now tap ""accounts"" and you will need to tap ""add account"". Once you do this you will need to select your service, which is Outlook.com. From here you will enter your email address and 1word. Do you need any more help from here?","As an Anywhere Expert I anticipate the opportunity to be able to assist others with troubleshooting and problem solving. I enjoy opportunities like this because it offers the chance to help, as well as an opportunity to educate. Two things that are a 1ion for me. As both a professional and an academic I have always had a strong desire to both assist others and make tasks easier. As far as particularly being an Anywhere Expert I am enticed by the tasks and what the organization looks for in ""Experts."" To humbly brag, I am THE tech enthusiast, particularly all things Google. My expertise is backed by many (and I mean MANY) years of just playing around with things until I realized them far better than your average Joe or Jill. Anytime I can mix 1ion with expertise is a chance I do not want to 1 up! ",0,0,0,,0,0
"Hi Reggie! I'm Amber. I will be happy to help you change your contact ringtone.

Do you have your contacts loaded to your SIM?

In your phone go to your contacts and select the person you would like to change their ringtone.

Once you have selected your contact you can click on ""DETAILS"".

Next click on ""EDIT"".

There should be a ""VIEW MORE"" option. Click on this.

Scroll down and there is a ""ringtone selection"".

This will bring ringtones up for you to choose.

Have we solved your problem? Do you have any other questions?

I am glad I was able to help you resolve your problem. Have a great evening.","Hi Jamie! I'm Amber. I will be happy to help you with your iPhone.

Are you still charging your phone?

Hold down the home button and the side button at the same time for 3 seconds. Let me know what happens.

I'm glad I was able to help you with your issue. Is there anything else I can help with?

Have a great evening!","Hi Timothy! My name is Amber and I will happy to help you with this issue. 

Are you ready to begin?

First step is to go to the ""settings"" app on your phone. It looks like a gray wheel.

From here scroll down and click on ""accounts and 1words.""

Next you are going to click on ""add account"", you will then choose outlook.com as your provider.

You will need your email address and 1word to complete the setup.

Did we solve your issue?

It was a pleasure helping you today with this. Have a great evening.",I believe what I will be doing is trouble shooting questions for people that they have about their electronic devices. I think I can be good at this as I love to help people and technology is a 1ion of mine.,1,0,1,67,2,1
"Hello, My name is Nika and I can help you with that. Your going to go to your phone book and tap on the contacts name you want the ringtone changed for. Touch the edit button and tap more, you’ll see options for ringtones.  ","Hello, My name is Nika and I would be happy to help you. Make sure the plug is completely plugged in the phone, the port and the wall. If all those are fine. Hold down the power button. If that doesn’t correct the problem, then hold the power button and the top white button simultaneously. If that doesn’t Correct the issue you’ll need to go into an Apple store.","Hello, My name is Nika and I would be happy to help you add outlook to your phone. You will need to go to settings and tap on mail, add account and tap outlook and enter your email login credentials. I hope that helped and do you need further assistance with anything else? Please contact us again, have a great day","I thrive at helping people with their problems in general, I want to make people feel at ease, stress free and awesome. So helping someone who’s having an issue and I can help them through the process just makes life better! ",0,0,0,,0,0
"Hi Reggie ! I am Nadijah and I will be happy to help you change your ringtone for a specific contact. 
Go to Phone > Contacts > select person > select ""Details"" (info sign) > EDIT (Top of screen) > View more (Just above ""Scan Business Card"") > scroll down and you will see ringtone click that (allow permission 1st time) and it will bring up tones for you. Hope that helps let me know if it does. Do you need help with anything else ?","Hello Jamie ! I am Nadijah and I’ll be happy to help you turn your phone back on. 
First make sure your charger is plugged in completely on both ends. If nothing happens  then, Press and hold both the Side and Volume Down buttons for at least 10 seconds, until you see the Apple logo. Do you see the logo ? Great ! Is there anything else I can help you with ?",Hello Timothy! Thanks for reaching out. My name is Nadijah and I’ll be happy to help you add your outlook to your new phone. Go to your settings. It resemebles a gray turning wheel. Scroll down until you see accounts and 1words . Under accounts you will click “add account” and you should see whichever email application you would like to add. Enter in your information and you should be okay from there. Is there anything else you need help with ?,"As an Anyehere Expert I think I would be chatting with individuals about problems they are having with devices. I will help with troubleshooting, applications and storage with their phones. I would love to be an Anywhere Expert because my first 1ion is helping people and making everyone happy ! I know I have good customer service and I will not end a job until the customer is completely satisfied. I hope that you all would choose me for the position. I look forward to hearing from you soon. ",1,1,1,63,3,1
"Hi there, My name is Layla and I will be happy to assist you in changing your ringtone on your galaxy S8+ for a specific contact.","Hi Jamie, my name is Layla and I will be happy to help you with resolving your screen issue on your iPhone 7.  Is your phone charging at the moment?","Hi Timothy, my name is Layla and I will be assisting you today with adding outlook to your iPhone. Lets go ahead and check what your current iOS is first. ","From the questions and video I will be assisting customers with iPhone issues. I will be accepting chats, introducing myself and finding out what needs to be done. Making sure I have great customer service skills. Helping troubleshoot any issues with said customer and their issues. Making sure to follow all of the necessary steps so that the customer feels that they are appreciated and also being taken care of. Making sure to end the chat professionally and asking if there is anything else the customer needs help with. Thanking them for their time and being a valued customer. I want to work for Anywhere Expert so that I can be of assistance for customers and also so that I can get back in the workforce. ",0,0,0,,0,0
"HI my name is Justin let me help you with this. First go to your contacts icon and open it, then pick the contact you want to give a different ring tone. Now look at the settings icon for that contact should be in upper left corner. After selecting should now be able to select different ring tone for that contact. Did this resolve your issue? If so is there anything else I can help you with?",HI my name is Justin let's see if we can resolve this problem for you today. First disconnect charger and try to turn phone on normally. Does diplay show anything?,"HI my name is Justin to add outlook.com email to your iPhone go to your settings icon, will be a grey gear shape icon. Select icon then go to email icon to add outlook.com email to your iphone.",As an anywhere expert I would be helping people with different tech issues that they are trying to resolve. I believe that I would be a valuable asset to the anywhere expert team as I deal with tech issues and resolving them on a daily basis as an automotive tech. I would like to be an anywhere expert not only for the extra money but because I enjoy helping people resolve there tech issues.,0,0,0,,0,0
"Hello Reggie, I am Shirley. Hope you are well. I see you want help with how to change the ringtone of a specific contact on your Galaxy s8+? 

Ok great I'll be glad to help you with that.

To Assign a Personal Ringtone
From the Home screen, touch Apps.
Touch Contacts.
Touch the desired contact.
Touch EDIT to edit the contact's information.
Scroll to and touch Ringtone.
Touch the preloaded ringtone you want to use and touch OK, or follow the instructions below to use a custom ringtone.

Did that help you resolve the concern?

Great, can I help with anything else?

Ok Reggie I appreciate your time today. Have a good evening.","Hello Jamie, hope today is going ok for you. 

I am Shirley and I'd like to help you with your issue. To confirm, your screen shut off while your iPhone 7 was charging and now it will not come back on?

Ok, I know that's frustrating for sure. Let's see what I can do to help. 
Let's try a Force Restart
On your iPhone 7 or newer device, press and hold down the Sleep/Wake button and the Volume Down button at the same time. 
Keep holding down the button combo until you see an Apple logo appear on screen (your iPhone screen will go dark before the Apple logo appears).

Did that work for you Jamie?

Awesome sauce! Ok is there anything else I can do to assist?

Cool beans. I'll let you get back to it. Enjoy your day!","Hi Mr. Timothy I am Shirley. Hope today is treating you well. I see you need help with adding outlook.com email to your new iPhone that you suspect is on the newest iOS, possibly 11. Is that correct?
Ok I'll help you out sir.

Try these IMAP setup instructions
Open Settings.
Depending on your iOS Version: iOS 11 (latest): select Accounts & 1words. iOS 10: select Mail. ...
Select Add Account. Select Other. Select Add Mail Account. ...
Enter the following information. IMAP Account Information. Name: Your Name. ...
Select Done.

Did that work out for you? Perfect! Can I help with anything else today? Alright I appreciate the opportunity to assist you today. Have a good day!","As an Anywhere Expert I assume that I will be helping others trouble shoot basic technical concerns related to their mobile devices or internet connection. Considering I am a Corporate Account Manager and customer service professional that loves helping others, especially behind the ""phone"" I think I'd be perfect for this opportunity.",0,1,1,46,2,0
